state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate
RSV-NET,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1,166.3
Oregon,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,0.6,81.4
Oregon,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0,95.9
Oregon,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,231.3
Oregon,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",6.4,159.8
Oregon,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,94.6
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,All,1.5,483.5
Oregon,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,0.6,125.3
New York,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,0,234
New York,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0,207
New York,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,238.6
New York,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,289.1
New York,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,185.7
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,1.5,431.6
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,1.4,533.1
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,2.3,448.7
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,449.3
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,577.8
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,335.4
New Mexico,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,529.8
Minnesota,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,0.3,212.2
Minnesota,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0,201.1
Minnesota,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,219.8
Minnesota,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,185.8
Minnesota,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,210.5
Michigan,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,0,238.8
Michigan,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,0.8,281
Michigan,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0,203.9
Tennessee,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",4.3,65.7
Michigan,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,140.1
Michigan,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,313.2
Michigan,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.6,259.3
Maryland,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,0.3,117.9
Maryland,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,0,140.5
Maryland,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,74.2
Maryland,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,83.9
Maryland,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0.5,127.7
Georgia,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,7.7,68.7
Georgia,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,6.4,88.6
Georgia,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,6,78.8
Georgia,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.4,43.5
Georgia,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,283.7
Maryland,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0,169.9
Georgia,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",10.6,88.9
Georgia,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",4.3,65.3
Connecticut,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,3.1,151.1
Connecticut,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,1,166.3
Connecticut,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,72.3
Connecticut,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Connecticut,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,195.1
Connecticut,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.1,137
Colorado,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,0.7,321.7
Colorado,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,0,373.1
Colorado,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0,346.5
Colorado,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,339.8
Utah,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0,301.4
Colorado,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,351.5
Colorado,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.7,343.2
California,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Female,All,0.9,93
California,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),Male,All,0.9,111.8
California,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,Hispanic,0.5,89.5
California,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.6,55.1
California,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,64.3
California,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.9,134.2
California,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.6,94.2
Utah,2022-23,2023-09-23T00:00:00.000,0-17 years (Children),All,All,0,264.1
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,0.7,194.3
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,1.9,76.9
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,2.2,173.7
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,1.5,160.3
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,8.5,87.3
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,0,260.4
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,0,103.9
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,0.9,220.1
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,0.5,348.5
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,0,247.4
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,0,280
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,0,301.4
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,365.2
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,405.6
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,398.5
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,229.4
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,1.5,70.1
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,2.4,83.4
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,1.7,120.5
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,33.6
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.4,67.1
Tennessee,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2,72.2
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,1.8,157.3
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,2.6,189.3
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,1,130.4
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,2.1,201
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.6,118.1
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,317.4
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",4.9,152.6
RSV-NET,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.4,167.7
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,0,81.4
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,0,125.3
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,0,95.9
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,67.5
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,231.3
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,159.8
Oregon,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,94.6
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,0,483.5
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,0.6,204.4
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,1.1,235.1
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,0,207
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,238.6
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,331.1
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,289.1
New York,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.4,187.1
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,0,431.6
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,0,533.1
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,0,448.7
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,449.3
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,577.8
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,335.4
New Mexico,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,529.8
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,1.1,175.5
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,0.3,212.5
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,0,201.1
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.7,222.5
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,185.8
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.7,212.2
Minnesota,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,150.5
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,0,238.8
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,0,281
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,0,203.9
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,55.5
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,140.1
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,313.2
Michigan,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,259.3
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,0.7,118.5
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,1.3,141.8
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,1.4,171.3
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,74.2
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,83.9
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.5,129.2
Maryland,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.8,143.1
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,6.8,75.6
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,10,98.7
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,8.7,87.5
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.8,46.3
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,283.7
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",10.3,99.2
Georgia,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",7.4,72.6
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,1,152.1
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,2,168.2
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,3.5,185.3
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,72.3
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",3.5,198.6
Connecticut,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,137
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,0.3,322
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,0.7,373.7
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,0.5,347
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",3.2,343
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,351.5
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,401.5
Colorado,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.4,343.5
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Female,All,1.2,94.3
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),Male,All,2.3,114.1
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,Hispanic,1.9,91.4
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.6,56.7
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,64.3
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,134.2
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3,97.2
Utah,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,0,264.1
California,2022-23,2023-09-30T00:00:00.000,0-17 years (Children),All,All,1.8,104.4
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,0.3,0.3
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,3.3,3.3
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0.9,0.9
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,5,5
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",8.2,8.2
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,5.4,5.4
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,2.7,2.7
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,1.6,1.6
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,1.1,1.1
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,7.2,7.2
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,0.9,0.9
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,2.2,2.2
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,0.7,0.7
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,1.1,1.1
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,0.4,0.4
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,0,0
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,0.7,0.7
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,3.4,3.4
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",6.7,6.7
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",4.3,4.3
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.2,3.2
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,2.6,2.6
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,2.8,2.8
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,2.3,2.3
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.4,1.4
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",5,5
RSV-NET,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.9,1.9
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,0.6,0.6
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,1.7,1.7
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2.5,2.5
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,0.5,0.5
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,1.4,1.4
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,2,2
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",3.8,3.8
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,1.5,1.5
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,0,0
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
New Mexico,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,0
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,0.6,0.6
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Minnesota,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.3,1.3
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,0.8,0.8
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,0,0
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2.4,2.4
Michigan,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,0
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,2,2
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,2.3,2.3
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,4.2,4.2
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",3.6,3.6
New York,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Maryland,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.1,1.1
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,8.3,8.3
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,6.2,6.2
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,7.1,7.1
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.8,2.8
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Georgia,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",8,8
Tennessee,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,4.7,4.7
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,0.9,0.9
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.5,3.5
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,0.7,0.7
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,1.3,1.3
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,1.4,1.4
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",3.2,3.2
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Female,All,1.5,1.5
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),Male,All,3.2,3.2
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,2.4,2.4
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.6,1.6
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",5.7,5.7
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.2,1.2
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.5,1.5
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,2.1,2.1
Connecticut,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",3.1,3.1
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Colorado,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,1,1
Utah,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.6,0.6
California,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,All,2.4,2.4
Oregon,2023-24,2023-10-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
