state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate
Colorado,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,44.9,220.6
California,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,6.4,76
Utah,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,27,84.5
Tennessee,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,6.8,100.3
RSV-NET,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,20.4,153.3
Oregon,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,18.7,64.7
New York,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,25.3,172.6
New Mexico,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,94.9,470.8
Minnesota,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,29.1,167.9
Michigan,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,25.8,174.6
Maryland,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,7.9,144.6
Georgia,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,4,136.1
Connecticut,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,10.6,178.9
Colorado,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,55.6,276.2
California,2023-24,2023-12-23T00:00:00.000,1-4 years,All,All,5.7,81.7
Utah,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,16.9,101.4
Tennessee,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,4.5,104.8
RSV-NET,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,19.1,172.4
Oregon,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,4.3,69
New York,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,26.5,199.1
New Mexico,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,79.7,550.5
Minnesota,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,30.5,198.4
Michigan,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,15.9,190.5
Maryland,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,11.1,155.7
Georgia,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,4.6,140.6
Connecticut,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,21.3,200.2
Colorado,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,53.1,329.3
California,2023-24,2023-12-30T00:00:00.000,1-4 years,All,All,7.1,88.8
Utah,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,27,128.4
Tennessee,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,9,113.9
RSV-NET,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,16.9,189.3
Oregon,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,2.9,71.8
New York,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,11.5,210.6
New Mexico,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,83.5,634
Minnesota,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,20.3,218.7
Michigan,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,23.8,214.3
Maryland,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,7.1,162.8
Georgia,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,4,144.7
Connecticut,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,10.6,210.8
Colorado,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,51.5,380.8
California,2023-24,2024-01-06T00:00:00.000,1-4 years,All,All,8.5,97.3
Utah,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,23.7,152.1
Tennessee,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,5.6,119.5
RSV-NET,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,11.2,200.5
Oregon,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,4.3,76.2
New York,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,13.8,224.4
New Mexico,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,49.4,683.4
Minnesota,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,17.6,236.3
Michigan,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,7.9,222.2
Maryland,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,6.3,169.1
Georgia,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,2,146.7
Connecticut,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,4.3,215.1
Colorado,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,29.4,410.2
California,2023-24,2024-01-13T00:00:00.000,1-4 years,All,All,2.1,99.4
Utah,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,30.4,182.5
Tennessee,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,3.4,122.9
RSV-NET,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,9.6,210.1
Oregon,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,2.9,79
New York,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,6.9,231.3
New Mexico,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,49.4,732.8
Minnesota,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,8.1,244.4
Michigan,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,11.9,234.1
Maryland,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,2.4,171.5
Georgia,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,2,148.7
Connecticut,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,8.5,223.6
Colorado,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,30.2,440.4
California,2023-24,2024-01-20T00:00:00.000,1-4 years,All,All,2.8,102.3
Utah,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,18.6,201.1
Tennessee,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,3.4,126.3
RSV-NET,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,8.5,218.6
Oregon,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,1.4,80.5
New York,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,2.3,233.6
New Mexico,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,49.4,782.1
Minnesota,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,8.8,253.2
Michigan,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,0,234.1
Maryland,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,1.6,173.1
Georgia,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,2,150.7
Connecticut,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,2.1,225.7
Colorado,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,31.9,472.3
California,2023-24,2024-01-27T00:00:00.000,1-4 years,All,All,7.1,109.4
Utah,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,20.3,221.4
Tennessee,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,1.1,127.4
RSV-NET,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,5.7,224.3
Oregon,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,1.4,81.9
New York,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,4.6,238.2
New Mexico,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,30.4,812.5
Minnesota,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,2.7,255.9
Michigan,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,2,236.1
Maryland,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,0,173.1
Georgia,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,1,151.8
Connecticut,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,6.4,232.1
Colorado,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,17.2,489.4
California,2023-24,2024-02-03T00:00:00.000,1-4 years,All,All,6.4,115.8
Utah,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,16.9,238.3
Tennessee,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,2.3,129.6
RSV-NET,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,7,231.3
Oregon,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,2.9,84.8
New York,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,4.6,242.8
New Mexico,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,34.2,846.7
Minnesota,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,9.5,265.4
Michigan,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,2,238.1
Maryland,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,0,173.1
Georgia,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,2.5,154.3
Connecticut,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,0,232.1
Colorado,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,26.1,515.6
California,2023-24,2024-02-10T00:00:00.000,1-4 years,All,All,1.4,117.2
Utah,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,10.1,248.4
Tennessee,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,1.1,130.8
RSV-NET,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,3.3,234.5
Oregon,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,1.4,86.2
New York,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,1.2,244
New Mexico,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,11.4,858
Minnesota,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,3.4,268.8
Michigan,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,2,240.1
Maryland,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,1.6,174.7
Georgia,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,1.5,155.8
Connecticut,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,2.1,234.2
Colorado,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,11.4,527
California,2023-24,2024-02-17T00:00:00.000,1-4 years,All,All,0,117.2
Tennessee,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,13.2,648.5
Minnesota,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,35.4,1757.2
RSV-NET,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,29.4,1379.1
Oregon,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,28.2,971.6
Michigan,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,24.4,2917.7
Georgia,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,10,380.3
Connecticut,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,10.9,1541.5
Maryland,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,22.4,1210.7
New York,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,22.7,1950.6
New Mexico,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,80.4,4114.4
Utah,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,65,1961.8
Colorado,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,61.8,2432.5
California,2022-23,2023-01-07T00:00:00.000,0-<1 year,All,All,24.1,704.8
California,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,21.4,726.2
Colorado,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,40.2,2472.6
Tennessee,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,4.4,653
Minnesota,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,32.6,1789.8
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,23.5,1402.7
Georgia,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,11.9,392.2
Connecticut,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,10.9,1552.4
Maryland,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,12.8,1223.5
New York,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,11.4,1962
New Mexico,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,80.4,4194.8
Michigan,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,24.4,2942.1
Utah,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,65,2026.8
Oregon,2022-23,2023-01-14T00:00:00.000,0-<1 year,All,All,16.9,988.5
Tennessee,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,17.6,670.6
Minnesota,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,16.3,1806.1
New Mexico,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,64.3,4259.1
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,20.4,1423.1
Oregon,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,33.9,1022.4
Michigan,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,0,2942.1
Georgia,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,6,398.2
Maryland,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,12.8,1236.3
New York,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,5.7,1967.7
Connecticut,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,10.9,1563.4
Utah,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,39,2065.7
Colorado,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,64.9,2537.6
California,2022-23,2023-01-21T00:00:00.000,0-<1 year,All,All,8,734.3
Colorado,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,34,2571.6
California,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,13.4,747.7
Tennessee,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,13.2,683.8
Minnesota,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,16.3,1822.4
RSV-NET,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,16.3,1439.4
Oregon,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,28.2,1050.7
Michigan,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,16.3,2958.4
Georgia,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,0,398.2
Maryland,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,19.2,1255.4
New York,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,5.7,1973.4
New Mexico,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,64.3,4323.4
Connecticut,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,10.9,1574.3
Utah,2022-23,2023-01-28T00:00:00.000,0-<1 year,All,All,19.5,2085.2
Tennessee,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,8.8,692.7
Minnesota,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,8.2,1830.6
RSV-NET,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,10,1449.4
Oregon,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,16.9,1067.6
Michigan,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,16.3,2974.7
Georgia,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,2,400.2
Connecticut,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,0,1574.3
Maryland,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,6.4,1261.8
New York,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,11.4,1984.8
New Mexico,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,16.1,4339.4
Utah,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,6.5,2091.7
Colorado,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,24.7,2596.3
California,2022-23,2023-02-04T00:00:00.000,0-<1 year,All,All,10.7,758.4
California,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,18.8,777.1
Colorado,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,12.4,2608.6
Tennessee,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,8.8,701.5
Minnesota,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,10.9,1841.5
RSV-NET,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,10,1459.4
Oregon,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,0,1067.6
Michigan,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,0,2974.7
Georgia,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,10,410.2
Connecticut,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,0,1574.3
New York,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,5.7,1990.4
New Mexico,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,32.1,4371.6
Maryland,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,3.2,1265
Utah,2022-23,2023-02-11T00:00:00.000,0-<1 year,All,All,19.5,2111.2
Tennessee,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,4.4,705.9
Minnesota,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,19,1860.5
RSV-NET,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,12.8,1472.2
Oregon,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,28.2,1095.9
Michigan,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,0,2974.7
Georgia,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,2,412.2
Connecticut,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,10.9,1585.2
New York,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,5.7,1996.1
New Mexico,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,16.1,4387.7
Maryland,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,3.2,1268.2
Utah,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,32.5,2143.7
Colorado,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,34,2642.6
California,2022-23,2023-02-18T00:00:00.000,0-<1 year,All,All,8,785.2
Colorado,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,21.6,2664.3
California,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,2.7,787.9
Tennessee,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,0,705.9
Minnesota,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,19,1879.6
RSV-NET,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,8.7,1480.9
Oregon,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,5.6,1101.5
Michigan,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,8.1,2982.9
Connecticut,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,0,1585.2
Georgia,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,4,416.1
New York,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,0,1996.1
Maryland,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,6.4,1274.6
New Mexico,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,16.1,4403.7
Utah,2022-23,2023-02-25T00:00:00.000,0-<1 year,All,All,19.5,2163.2
Tennessee,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,8.8,714.7
Minnesota,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,10.9,1890.4
RSV-NET,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,6.9,1487.8
Oregon,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,0,1101.5
Michigan,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,8.1,2991
Georgia,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,4,420.1
Connecticut,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,0,1585.2
New York,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,5.7,2001.8
Maryland,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,0,1274.6
New Mexico,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,0,4403.7
Utah,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,13,2176.2
Colorado,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,18.5,2682.8
California,2022-23,2023-03-04T00:00:00.000,0-<1 year,All,All,5.4,793.2
California,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,0,793.2
Colorado,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,6.2,2689
Tennessee,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,0,714.7
Minnesota,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,5.4,1895.9
RSV-NET,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,5.2,1493
Oregon,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,0,1101.5
Michigan,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,8.1,2999.2
Georgia,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,8,428.1
Connecticut,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,21.9,1607.1
New York,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,5.7,2007.5
Maryland,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,6.4,1281
New Mexico,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,0,4403.7
Utah,2022-23,2023-03-11T00:00:00.000,0-<1 year,All,All,6.5,2182.7
Connecticut,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,21.9,1628.9
Tennessee,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,0,714.7
Minnesota,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,8.2,1904
RSV-NET,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,6.2,1499.2
Oregon,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,5.6,1107.2
Michigan,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,0,2999.2
Georgia,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,11.9,440
New York,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,5.7,2013.2
Maryland,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,0,1281
New Mexico,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,0,4403.7
Utah,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,6.5,2189.2
Colorado,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,3.1,2692.1
California,2022-23,2023-03-18T00:00:00.000,0-<1 year,All,All,8,801.3
Colorado,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,9.3,2701.4
California,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,10.7,812
Tennessee,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,4.4,719.1
Minnesota,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,8.2,1912.2
RSV-NET,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,6.9,1506.2
Oregon,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,0,1107.2
Michigan,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,0,2999.2
Georgia,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,6,446
Connecticut,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,0,1628.9
New York,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,5.7,2018.9
New Mexico,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,16.1,4419.8
Maryland,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,6.4,1287.4
Utah,2022-23,2023-03-25T00:00:00.000,0-<1 year,All,All,13,2202.2
Tennessee,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,4.4,723.6
Minnesota,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,2.7,1914.9
RSV-NET,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,3.1,1509.3
Oregon,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,0,1107.2
Michigan,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,8.1,3007.3
Georgia,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,4,450
Connecticut,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,0,1628.9
New York,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,0,2018.9
New Mexico,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,0,4419.8
Maryland,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,3.2,1290.6
Utah,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,0,2202.2
Colorado,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,6.2,2707.5
California,2022-23,2023-04-01T00:00:00.000,0-<1 year,All,All,2.7,814.7
California,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,5.4,820
Colorado,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,6.2,2713.7
Tennessee,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,4.4,728
Minnesota,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,0,1914.9
RSV-NET,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,3.1,1512.4
Oregon,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,0,1107.2
Michigan,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,8.1,3015.5
Georgia,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,2,452
Connecticut,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,10.9,1639.9
New York,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,0,2018.9
New Mexico,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,16.1,4435.9
Maryland,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,0,1290.6
Utah,2022-23,2023-04-08T00:00:00.000,0-<1 year,All,All,0,2202.2
Tennessee,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,0,728
Minnesota,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,2.7,1917.6
RSV-NET,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,3.1,1515.5
Oregon,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,5.6,1112.8
Michigan,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,0,3015.5
Georgia,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,4,456
Connecticut,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,0,1639.9
New York,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,5.7,2024.6
New Mexico,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,0,4435.9
Maryland,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,3.2,1293.8
Utah,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,0,2202.2
Colorado,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,6.2,2719.9
California,2022-23,2023-04-15T00:00:00.000,0-<1 year,All,All,2.7,822.7
Colorado,2022-23,2023-04-22T00:00:00.000,0-<1 year,All,All,3.1,2723
California,2022-23,2023-04-22T00:00:00.000,0-<1 year,All,All,0,822.7
Tennessee,2022-23,2023-04-22T00:00:00.000,0-<1 year,All,All,13.2,741.2
Minnesota,2022-23,2023-04-22T00:00:00.000,0-<1 year,All,All,2.7,1920.4
RSV-NET,2022-23,2023-04-22T00:00:00.000,0-<1 year,All,All,2.1,1517.6
Oregon,2022-23,2023-04-22T00:00:00.000,0-<1 year,All,All,0,1112.8
Michigan,2022-23,2023-04-22T00:00:00.000,0-<1 year,All,All,0,3015.5
